OBJECTID,Major,Minor,UniqID,DSID,Flow,RiverSeg,TidalWater,MajMin,Region,Watershed,MajBas,MinBas,RiverSimu,RiverName,CBSEG_92,FIPS,ST,CNTYNAME,CBW,FIPS_NHL,PRECIP,MEANPRECIP,LndRvrSeg,Acres,HGMR,Shape_Length,Shape_Area
907,P,U,3940,3970,1,PU1_3940_3970,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Georges Creek,POTTF_MD,24001,MD,ALLEGANY,Y,N24001,N,998,N24001PU1_3940_3970,35959.38852,APS,84374.95985,244758833.3
908,P,U,3940,3970,1,PU1_3940_3970,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Georges Creek,POTTF_MD,24023,MD,GARRETT,Y,N24023,N,1191,N24023PU1_3940_3970,11832.21271,APS,67248.76082,80513919.4
909,P,U,3970,3890,4,PU4_3970_3890,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,24001,MD,ALLEGANY,Y,N24001,N,998,N24001PU4_3970_3890,35675.17122,VRS,117968.6152,242613406.6
910,P,U,3970,3890,4,PU4_3970_3890,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU4_3970_3890,9194.420632,VRS,34675.24937,62023265.52
911,P,U,3970,3890,4,PU4_3970_3890,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54057,WV,MINERAL,Y,N54057,N,951,N54057PU4_3970_3890,38701.80076,VRS,176930.0083,262270384.2
912,P,U,3970,3890,4,PU4_3970_3890,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54057,WV,MINERAL,Y,H54057,H,1124,H54057PU4_3970_3890,4915.818391,VRS,51902.46744,33274068.57
913,P,U,3990,3780,4,PU4_3990_3780,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,24001,MD,ALLEGANY,Y,N24001,N,998,N24001PU4_3990_3780,1078.937925,VRS,14902.83219,7357568.046
914,P,U,3990,3780,4,PU4_3990_3780,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54057,WV,MINERAL,Y,N54057,N,951,N54057PU4_3990_3780,571.1371427,VRS,12208.78975,3893413.323
915,P,U,4020,3870,6,PU6_4020_3870,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,24001,MD,ALLEGANY,Y,N24001,N,998,N24001PU6_4020_3870,8492.057705,VRS,38380.26408,57788923.63
916,P,U,4020,3870,6,PU6_4020_3870,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,54027,WV,HAMPSHIRE,Y,N54027,N,962,N54027PU6_4020_3870,73556.81466,VRS,134141.6438,498137035.1
917,P,U,4020,3870,6,PU6_4020_3870,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,54065,WV,MORGAN,Y,N54065,N,968,N54065PU6_4020_3870,267.9407311,VRS,11307.72052,1822256.784
918,P,U,4050,4180,2,PU2_4050_4180,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Antietam Creek,POTTF_MD,24043,MD,WASHINGTON,Y,N24043,N,1014,N24043PU2_4050_4180,6922.352689,BR,33787.81193,46989510.47
919,P,U,4080,4180,6,PU6_4080_4180,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,24043,MD,WASHINGTON,Y,N24043,N,1014,N24043PU6_4080_4180,2317.295186,VRC,20922.05988,15732514.12
920,P,U,4080,4180,6,PU6_4080_4180,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,54037,WV,JEFFERSON,Y,N54037,N,998,N54037PU6_4080_4180,3940.273064,VRC,30125.15189,26736105.05
921,P,U,4160,3930,2,PU2_4160_3930,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Patterson Creek,POTTF_MD,54057,WV,MINERAL,Y,N54057,N,951,N54057PU2_4160_3930,40799.23725,VRS,84342.35612,277160925
922,P,U,4170,4020,5,PU5_4170_4020,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,24001,MD,ALLEGANY,Y,N24001,N,998,N24001PU5_4170_4020,1272.243374,VRS,15589.56006,8652684.369
923,P,U,4170,4020,5,PU5_4170_4020,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,54027,WV,HAMPSHIRE,Y,N54027,N,962,N54027PU5_4170_4020,1055.137564,VRS,17385.4296,7173216.503
924,P,U,4180,4150,6,PU6_4180_4150,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,24043,MD,WASHINGTON,Y,N24043,N,1014,N24043PU6_4180_4150,8010.9583,BR,40520.37994,54288080.54
925,P,U,4180,4150,6,PU6_4180_4150,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River,POTTF_MD,54037,WV,JEFFERSON,Y,N54037,N,998,N54037PU6_4180_4150,23670.81331,VRC,69716.559,160375553.8
926,P,U,4190,4300,1,PU1_4190_4300,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Savage River Dam,POTTF_MD,24023,MD,GARRETT,Y,N24023,N,1191,N24023PU1_4190_4300,36039.40308,APS,98346.2318,244869187.4
927,P,U,4210,4170,4,PU4_4210_4170,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54027,WV,HAMPSHIRE,Y,N54027,N,962,N54027PU4_4210_4170,12411.93315,VRS,43004.94037,84292750.78
928,P,U,4220,3900,2,PU2_4220_3900,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,51043,VA,CLARKE,Y,N51043,N,990,N51043PU2_4220_3900,16342.12052,VRC,52989.12759,110181190.4
929,P,U,4220,3900,2,PU2_4220_3900,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,51069,VA,FREDERICK,Y,N51069,N,981,N51069PU2_4220_3900,38213.82177,VRC,109245.0792,257877535.1
930,P,U,4220,3900,2,PU2_4220_3900,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,51840,VA,WINCHESTER,Y,N51840,N,977,N51840PU2_4220_3900,5023.771931,VRC,26847.18187,33843627.99
931,P,U,4220,3900,2,PU2_4220_3900,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,54003,WV,BERKELEY,Y,N54003,N,993,N54003PU2_4220_3900,53134.41774,VRC,100648.9173,359918900.5
932,P,U,4220,3900,2,PU2_4220_3900,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,54037,WV,JEFFERSON,Y,N54037,N,998,N54037PU2_4220_3900,27578.36486,VRC,77657.91597,186553087
933,P,U,4280,3860,3,PU3_4280_3860,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Lost River,POTTF_MD,54027,WV,HAMPSHIRE,Y,N54027,N,962,N54027PU3_4280_3860,93557.49079,VRS,160890.429,631229911
934,P,U,4280,3860,3,PU3_4280_3860,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Lost River,POTTF_MD,54031,WV,HARDY,Y,N54031,N,1002,N54031PU3_4280_3860,159223.7826,VRS,217482.1845,1065988153
935,P,U,4280,3860,3,PU3_4280_3860,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Lost River,POTTF_MD,54031,WV,HARDY,Y,H54031,H,1138,H54031PU3_4280_3860,12903.73885,VRS,79583.48831,86361343.02
936,P,U,4300,4440,1,PU1_4300_4440,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Savage River,POTTF_MD,24023,MD,GARRETT,Y,N24023,N,1191,N24023PU1_4300_4440,7090.250855,APS,32878.55502,48157201.36
937,P,U,4310,4210,4,PU4_4310_4210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54027,WV,HAMPSHIRE,Y,N54027,N,962,N54027PU4_4310_4210,103156.5019,VRS,143225.1285,697129239
938,P,U,4310,4210,4,PU4_4310_4210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54031,WV,HARDY,Y,N54031,N,1002,N54031PU4_4310_4210,44328.76371,VRS,127569.878,298008195.2
939,P,U,4310,4210,4,PU4_4310_4210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54031,WV,HARDY,Y,H54031,H,1138,H54031PU4_4310_4210,6465.531865,VRS,61647.47331,43397604.05
940,P,U,4310,4210,4,PU4_4310_4210,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54031,WV,HARDY,Y,L54031,L,866,L54031PU4_4310_4210,21119.17164,VRS,57546.40012,141868685.1
941,P,U,4340,3860,2,PU2_4340_3860,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,North River,POTTF_MD,54027,WV,HAMPSHIRE,Y,N54027,N,962,N54027PU2_4340_3860,101217.1936,VRS,150498.7915,683277910
942,P,U,4340,3860,2,PU2_4340_3860,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,North River,POTTF_MD,54031,WV,HARDY,Y,N54031,N,1002,N54031PU2_4340_3860,25713.58773,VRS,64886.65591,172805196.1
943,P,U,4340,3860,2,PU2_4340_3860,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,North River,POTTF_MD,54031,WV,HARDY,Y,H54031,H,1138,H54031PU2_4340_3860,5053.88503,VRS,35035.84483,33971961.91
944,P,U,4360,4160,2,PU2_4360_4160,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Patterson Creek,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU2_4360_4160,39901.65305,VRS,131073.4411,268663746.8
945,P,U,4360,4160,2,PU2_4360_4160,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Patterson Creek,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU2_4360_4160,974.3418013,VRS,16004.93622,6557443.081
946,P,U,4360,4160,2,PU2_4360_4160,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Patterson Creek,POTTF_MD,54023,WV,GRANT,Y,L54023,L,905,L54023PU2_4360_4160,21405.3421,VRS,61341.93529,144008847.4
947,P,U,4360,4160,2,PU2_4360_4160,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Patterson Creek,POTTF_MD,54057,WV,MINERAL,Y,N54057,N,951,N54057PU2_4360_4160,77591.43947,VRS,113570.9082,524884502.2
948,P,U,4440,3970,4,PU4_4440_3970,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,24001,MD,ALLEGANY,Y,N24001,N,998,N24001PU4_4440_3970,404.2084782,APS,9116.938297,2743283.391
949,P,U,4440,3970,4,PU4_4440_3970,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54057,WV,MINERAL,Y,N54057,N,951,N54057PU4_4440_3970,1476.105225,APS,18236.19409,10012460.22
950,P,U,4440,3970,4,PU4_4440_3970,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54057,WV,MINERAL,Y,H54057,H,1124,H54057PU4_4440_3970,245.0070037,APS,5805.123563,1661040.966
951,P,U,4450,4440,3,PU3_4450_4440,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Bloomington/Jennings Randolph,POTTF_MD,24023,MD,GARRETT,Y,N24023,N,1191,N24023PU3_4450_4440,9073.517787,APS,49276.48459,61552224.73
952,P,U,4451,4450,3,PU3_4451_4450,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Bloomington/Jennings Randolph,POTTF_MD,24023,MD,GARRETT,Y,H24023,H,1272,H24023PU3_4451_4450,2158.246657,APS,17379.23887,14595709.29
953,P,U,4451,4450,3,PU3_4451_4450,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Bloomington/Jennings Randolph,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU3_4451_4450,13723.54572,APS,44922.49172,92600568.04
954,P,U,4451,4450,3,PU3_4451_4450,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Bloomington/Jennings Randolph,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU3_4451_4450,3236.592843,APS,22812.70906,21798918.54
955,P,U,4451,4450,3,PU3_4451_4450,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Bloomington/Jennings Randolph,POTTF_MD,54057,WV,MINERAL,Y,N54057,N,951,N54057PU3_4451_4450,4252.86726,APS,33173.33718,28799325.83
956,P,U,4451,4450,3,PU3_4451_4450,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Bloomington/Jennings Randolph,POTTF_MD,54057,WV,MINERAL,Y,H54057,H,1124,H54057PU3_4451_4450,24304.09653,APS,70091.56011,164341374
957,P,U,4720,4750,2,PU2_4720_4750,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,24023,MD,GARRETT,Y,N24023,N,1191,N24023PU2_4720_4750,4418.310962,APS,46920.32194,29834258.82
958,P,U,4720,4750,2,PU2_4720_4750,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,24023,MD,GARRETT,Y,H24023,H,1272,H24023PU2_4720_4750,21336.41222,APS,70340.01287,143902396.8
959,P,U,4720,4750,2,PU2_4720_4750,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU2_4720_4750,19529.22518,APS,75291.0646,131535731.3
960,P,U,4720,4750,2,PU2_4720_4750,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54077,WV,PRESTON,Y,N54077,N,1283,N54077PU2_4720_4750,1044.391874,APS,13660.86245,7030175.725
961,P,U,4730,4220,2,PU2_4730_4220,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,51043,VA,CLARKE,Y,N51043,N,990,N51043PU2_4730_4220,5671.517177,VRS,53123.987,38154644.52
962,P,U,4730,4220,2,PU2_4730_4220,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,51069,VA,FREDERICK,Y,N51069,N,981,N51069PU2_4730_4220,30804.2018,VRS,91442.11937,207224562
963,P,U,4730,4220,2,PU2_4730_4220,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Opequon Creek,POTTF_MD,51840,VA,WINCHESTER,Y,N51840,N,977,N51840PU2_4730_4220,904.7657087,VRC,12852.53504,6089429.322
964,P,U,4750,4451,2,PU2_4750_4451,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,24023,MD,GARRETT,Y,N24023,N,1191,N24023PU2_4750_4451,1417.807365,APS,17217.5131,9575450.305
965,P,U,4750,4451,2,PU2_4750_4451,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River North Branch,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU2_4750_4451,6262.994322,APS,39120.34642,42237758.35
966,P,U,4760,4451,1,PU1_4760_4451,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Stony River,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU1_4760_4451,4396.211993,APS,24270.98273,29670696.81
967,P,U,4760,4451,1,PU1_4760_4451,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Stony River,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU1_4760_4451,1779.409662,APS,25561.53477,12005388.33
968,P,U,4760,4451,1,PU1_4760_4451,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Stony River,POTTF_MD,54057,WV,MINERAL,Y,H54057,H,1124,H54057PU1_4760_4451,129.8936712,APS,6065.000193,877451.4273
969,P,U,4840,4760,1,PU1_4840_4760,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Mt. Storm Power Station Dam/Stony River Dam,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU1_4840_4760,1354.17929,APS,16996.37849,9131022.578
970,P,U,4840,4760,1,PU1_4840_4760,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Mt. Storm Power Station Dam/Stony River Dam,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU1_4840_4760,30079.05872,APS,84971.38535,202292803.7
971,P,U,5050,4310,4,PU4_5050_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU4_5050_4310,43518.71656,VRS,182903.0333,291575937.9
972,P,U,5050,4310,4,PU4_5050_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU4_5050_4310,4395.295918,VRS,42398.68114,29508201.04
973,P,U,5050,4310,4,PU4_5050_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54023,WV,GRANT,Y,L54023,L,905,L54023PU4_5050_4310,65426.00414,VRS,114432.3864,437728577.1
974,P,U,5050,4310,4,PU4_5050_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54031,WV,HARDY,Y,N54031,N,1002,N54031PU4_5050_4310,15203.19363,VRS,99552.68486,101828227.8
975,P,U,5050,4310,4,PU4_5050_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54031,WV,HARDY,Y,L54031,L,866,L54031PU4_5050_4310,13395.27672,VRS,47336.97392,89735011.39
976,P,U,5050,4310,4,PU4_5050_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU4_5050_4310,4347.64999,VRS,38824.77417,28959399.07
977,P,U,5050,4310,4,PU4_5050_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch,POTTF_MD,54071,WV,PENDLETON,Y,L54071,L,877,L54071PU4_5050_4310,14446.36913,VRS,44044.19572,96221797.86
978,P,U,5190,4310,2,PU2_5190_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,54031,WV,HARDY,Y,N54031,N,1002,N54031PU2_5190_4310,54729.54807,VRS,108704.6218,365358132.5
979,P,U,5190,4310,2,PU2_5190_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,54031,WV,HARDY,Y,H54031,H,1138,H54031PU2_5190_4310,1628.286025,VRS,31720.96815,10896440.44
980,P,U,5190,4310,2,PU2_5190_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,54031,WV,HARDY,Y,L54031,L,866,L54031PU2_5190_4310,4362.867631,VRS,22287.8612,29246952.21
981,P,U,5190,4310,2,PU2_5190_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU2_5190_4310,27619.80736,VRS,135769.0644,183334438.5
982,P,U,5190,4310,2,PU2_5190_4310,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch South Fork,POTTF_MD,54071,WV,PENDLETON,Y,L54071,L,877,L54071PU2_5190_4310,24769.16865,VRS,68096.58804,164445415.1
983,P,U,5210,5050,3,PU3_5210_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU3_5210_5050,26333.6126,VRS,63882.71964,176210000.3
984,P,U,5210,5050,3,PU3_5210_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,54023,WV,GRANT,Y,H54023,H,1248,H54023PU3_5210_5050,2867.645116,VRS,40000.24655,19200761.51
985,P,U,5210,5050,3,PU3_5210_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,54023,WV,GRANT,Y,L54023,L,905,L54023PU3_5210_5050,1037.012779,VRS,11710.01495,6940357.523
986,P,U,5210,5050,3,PU3_5210_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU3_5210_5050,19066.87789,VRS,47146.96601,127200645.6
987,P,U,5210,5050,3,PU3_5210_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Potomac River South Branch North Fork,POTTF_MD,54071,WV,PENDLETON,Y,H54071,H,1208,H54071PU3_5210_5050,819.2512481,VRS,18145.10169,5471809.162
988,P,U,5380,5050,1,PU1_5380_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Reeds Creek,POTTF_MD,54023,WV,GRANT,Y,N54023,N,1015,N54023PU1_5380_5050,7574.261994,VRS,41824.82958,50619355.83
989,P,U,5380,5050,1,PU1_5380_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Reeds Creek,POTTF_MD,54023,WV,GRANT,Y,L54023,L,905,L54023PU1_5380_5050,4805.684714,VRC,31586.60205,32092255.25
990,P,U,5380,5050,1,PU1_5380_5050,N,PU,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Upper Potomac River, above Shenandoah confluence",Simulated River,Reeds Creek,POTTF_MD,54071,WV,PENDLETON,Y,N54071,N,1009,N54071PU1_5380_5050,9681.050503,VRS,53862.98561,64518889.56
