PASpringID,SpringName,County,Municipality,QuadName,LatitudeDD,LongitudeDD,LatLongAccuracy,Elevation(ft),ElevAccuracy(ft),ElevMethod,Topography,DateOwned,SourceOfSiteRecord,ExplanationOfSource,UseOfSite,AgencyUseOfSite,WaterUse,SpringImprovement,DataReliability,OtherIdentifier,OtherIDAssignor,RemarkDate,Remark
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/10/2015,undefined 
64, ,GREENE ,WAYNE TWP. ,HOLBROOK ,39.78667,-80.25417,ACCURATE TO +1 SECOND ,1176,1,PAMAP DIGITAL ELEVATION MODEL ,HILLSIDE ,5/10/1979 0:00,USGS - GWSI ,Field Verified sites from the USGS's National Ground Water Site Inventory ,WITHDRAWAL ,INVENTORY DATA SITE ONLY ,STOCK ,TROUGH ,FIELD CHECKED BY REPORTING AGENCY (PaDAg pest. survey) , , ,6/3/2016,undefined 
