PASpringID,HydrologicUnit,Spring_Type,Permanence,SphereOfDischarge,NumOfOpenings,FormationName,Lithology,ContributingUnit,DischargeType,SourceOfDischargeData,DischMeasMethod,Discharge(gpm),DateDischarged,VisitorName,VisitDate,County
1211,2050302,TUBULAR - CAVE ,PERENNIAL ,SUBAQUEOUS , ,COBURN SALONA NEALMONT BENNERSNYDER HATTER LOYSBURG FMS. ,LIMESTONE AND SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,7430,6/20/1944,Flippo ,6/20/1944,Blair
1211,2050302,TUBULAR - CAVE ,PERENNIAL ,SUBAQUEOUS , ,COBURN SALONA NEALMONT BENNERSNYDER HATTER LOYSBURG FMS. ,LIMESTONE AND SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,13500,11/9/1971,Flippo ,11/9/1971,Blair
1211,2050302,TUBULAR - CAVE ,PERENNIAL ,SUBAQUEOUS , ,COBURN SALONA NEALMONT BENNERSNYDER HATTER LOYSBURG FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,2000,10/1/1933,N.WILSON ,10/1/1933,Blair
1211,2050302,TUBULAR - CAVE ,PERENNIAL ,SUBAQUEOUS , ,COBURN SALONA NEALMONT BENNERSNYDER HATTER LOYSBURG FMS. ,LIMESTONE AND SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,7430,6/20/1944,Flippo ,6/20/1944,Blair
1211,2050302,TUBULAR - CAVE ,PERENNIAL ,SUBAQUEOUS , ,COBURN SALONA NEALMONT BENNERSNYDER HATTER LOYSBURG FMS. ,LIMESTONE AND SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,13500,11/9/1971,Flippo ,11/9/1971,Blair
1211,2050302,TUBULAR - CAVE ,PERENNIAL ,SUBAQUEOUS , ,COBURN SALONA NEALMONT BENNERSNYDER HATTER LOYSBURG FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,2000,10/1/1933,N.WILSON ,10/1/1933,Blair
1211,2050302,TUBULAR - CAVE ,PERENNIAL ,SUBAQUEOUS , ,COBURN SALONA NEALMONT BENNERSNYDER HATTER LOYSBURG FMS. ,LIMESTONE AND SHALE ,PRIMARY ,PUMPED ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,7430,6/20/1944,Flippo ,6/20/1944,Blair
1206,2050302,FRACTURE , , , ,KEYSER & TONOLOWAY FMS ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,200,10/10/1933, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3710,11/10/1971, ,11/10/1971,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,2330,8/16/1949, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4150,1/1/1933, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3640,1/1/1908, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3710,11/10/1971, ,11/10/1971,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,2330,8/16/1949, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4150,1/1/1933, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3640,1/1/1908, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3710,11/10/1971, ,11/10/1971,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,2330,8/16/1949, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4150,1/1/1933, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3640,1/1/1908, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3710,11/10/1971, ,11/10/1971,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,2330,8/16/1949, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4150,1/1/1933, , ,Blair
1204,2050302,OTHER ,PERENNIAL , ,3,KEYSER TONOLOWAY WILLS CREEK BLOOMSBURG MIFFLINTOWN FMS. ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,3640,1/1/1908, , ,Blair
1200,2050302, , , , ,BELLEFONTE & AXEMANN FMS ,LIMESTONE AND DOLOMITE , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,250,1/1/1933, , ,Blair
1200,2050302, , , , ,BELLEFONTE & AXEMANN FMS ,LIMESTONE AND DOLOMITE , ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,250,1/1/1971, , ,Blair
1199,2050302,SEEPAGE OR FILTRATION , , ,4,BELLEFONTE & AXEMANN FMS ,LIMESTONE AND DOLOMITE ,PRIMARY ,PUMPED ,USGS OR PAGS ,ESTIMATED ,1410,11/10/1971,Wilson ,11/10/1971,Blair
1199,2050302,SEEPAGE OR FILTRATION , , ,4,BELLEFONTE & AXEMANN FMS ,LIMESTONE AND DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,1500,10/1/1933,N. WILSON ,10/1/1933,Blair
1192,2050302,TUBULAR - CAVE ,PERENNIAL , , ,NITTANY & LARKE FORMATIONS ,LIMESTONE AND DOLOMITE ,PRIMARY ,PUMPED ,USGS OR PAGS ,ESTIMATED ,4280,11/10/1971,Flippo ,11/10/1971,Blair
1192,2050302,TUBULAR - CAVE ,PERENNIAL , , ,NITTANY & LARKE FORMATIONS ,LIMESTONE AND DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4680,7/3/1944, ,7/3/1944,Blair
1192,2050302,TUBULAR - CAVE ,PERENNIAL , , ,NITTANY & LARKE FORMATIONS ,LIMESTONE AND DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,5500,1/1/1908, , ,Blair
1192,2050302,TUBULAR - CAVE ,PERENNIAL , , ,NITTANY & LARKE FORMATIONS ,LIMESTONE AND DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4280,11/10/1971,Flippo ,11/10/1971,Blair
1192,2050302,TUBULAR - CAVE ,PERENNIAL , , ,NITTANY & LARKE FORMATIONS ,LIMESTONE AND DOLOMITE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,4680,7/3/1944, ,7/3/1944,Blair
2002, ,SEEPAGE OR FILTRATION , , , ,CATSKILL FORMATION ,SANDSTONE AND SHALE ,UNKNOWN , , , , , , , ,Bradford
1210,2040105, , , , ,FELSIC GNEISS ,GNEISS ,UNKNOWN , , , , , , , ,Bucks
1196,2040105,PERCHED AND SEEPAGE OR FILTRATION , , , ,ALLENTOWN FORMATION ,DOLOMITE ,UNKNOWN ,UNKNOWN ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,2060,11/9/1971,Flippo ,11/9/1971,Bucks
1196,2040105,PERCHED AND SEEPAGE OR FILTRATION , , , ,ALLENTOWN FORMATION ,DOLOMITE ,UNKNOWN ,UNKNOWN ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,1880,7/26/1944, ,7/26/1944,Bucks
1182,2040201,SEEPAGE OR FILTRATION ,PERENNIAL , , ,CHICKIES FORMATION ,QUARTZITE ,PRIMARY , , , , , , , ,Bucks
2195, ,PERCHED OR CONTACT ,PERENNIAL ,SUBAERIAL ,1,CASSELMAN FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,10,10/17/2017,Neboga ,10/17/2017,Cambria
2095, ,SEEPAGE OR FILTRATION ,PERENNIAL , , ,CATSKILL FORMATION ,SANDSTONE , ,FLOWING ,PRIVATE/UNIV GEOLOGIST (CONSULTANT) ,REPORTED METHOD NOT KNOWN ,17,6/24/2014, , ,Cambria
1314,2050201, , , , ,GLENSHAW FORMATION ,SHALE ,UNKNOWN , , , , , , , ,Cambria
1313,2050201, , , , ,GLENSHAW FORMATION ,SHALE ,UNKNOWN , , , , , , , ,Cambria
1312,2050201, , , , ,CASSELMAN FORMATION ,SHALE ,UNKNOWN , , , , , , , ,Cambria
1309,5010007,PERCHED OR CONTACT , , ,1,ALLEGHENY GROUP ,SANDSTONE AND SHALE ,UNKNOWN ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,7,1/1/1998,McElroy ,1/1/1998,Cambria
1306,5010007, , , , ,GLENSHAW FORMATION ,SHALE ,UNKNOWN , , , , , , , ,Cambria
1305,2050201,SEEPAGE OR FILTRATION , , , ,GLENSHAW FORMATION ,SHALE ,UNKNOWN , , , , , , , ,Cambria
1304,2050201, , , , ,GLENSHAW FORMATION ,SHALE ,UNKNOWN , , , , , , , ,Cambria
2276, ,DEPRESSION ,PERENNIAL , ,2,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,5.51,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2275, ,DEPRESSION ,PERENNIAL ,SUBAERIAL , ,HUNTLEY MOUNTAIN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,12.32,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2274, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,POTTSVILLE GROUP , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,23.53,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2269, ,DEPRESSION ,SEASONAL ,SUBAERIAL ,1,POTTSVILLE GROUP , , ,FLOWING ,USGS OR PAGS ,OTHER ,3.12,4/26/2018, , ,Cameron 
2268, ,DEPRESSION ,PERENNIAL ,SUBAERIAL , ,CATSKILL FORMATION , , , , , , , , , ,Cameron 
2267, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,KNAPP FORMATION , , , , , , , , , ,Cameron 
2266, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,POTTSVILLE GROUP , , ,FLOWING ,USGS OR PAGS ,OTHER ,8.68,4/25/2018,Aaron Bierly ,4/25/2018,Cameron 
2265, ,DEPRESSION ,PERENNIAL ,SUBAERIAL , ,KNAPP FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,5.76,4/25/2018,Aaron Bierly ,4/25/2018,Cameron 
2264, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,KNAPP FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,28.14,4/25/2018,Aaron Bierly ,4/25/2018,Cameron 
2263, ,DEPRESSION ,PERENNIAL , ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,OTHER ,5.04,4/24/2018,Aaron Bierly ,4/24/2018,Cameron 
2262, ,FRACTURE ,PERENNIAL ,SUBAERIAL , ,CATSKILL FORMATION ,CLAYSTONE , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1,4/23/2018,Aaron Bierly ,4/23/2018,Cameron 
2261, ,DEPRESSION ,PERENNIAL ,SUBAERIAL , ,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,5.04,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2260, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,OSWAYO FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.71,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2258, ,DEPRESSION ,PERENNIAL , , ,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,35.61,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2257, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,43.11,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2256, ,DEPRESSION , , , ,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,11.53,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2255, ,CONTACT ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,46.08,4/20/2018, , ,Cameron 
2254, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,OTHER ,39.59,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2253, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,6.82,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2252, ,DEPRESSION ,PERENNIAL , ,1,OSWAYO FORMATION , , ,FLOWING ,AGENCY OTHER THAN USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.11,4/20/2018,Aaron Bierly ,4/20/2018,Cameron 
2251, ,PERCHED AND DEPRESSION ,PERENNIAL ,SUBAERIAL , ,POTTSVILLE GROUP ,COAL , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,12.08,4/13/2018,Aaron Bierly ,4/13/2018,Cameron 
2251, ,PERCHED AND DEPRESSION ,PERENNIAL ,SUBAERIAL , ,POTTSVILLE GROUP ,COAL , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,7.78,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2250, ,PERCHED AND DEPRESSION ,INTEERMITTENT , ,1,POTTSVILLE GROUP ,COAL , , , , , , , , ,Cameron 
2249, ,DEPRESSION ,SEASONAL ,SUBAERIAL ,1,KNAPP FORMATION ,UNKNOWN , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.87,4/13/2018,Aaron Bierly ,4/13/2018,Cameron 
2248, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,OSWAYO FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,10.94,4/12/2018,Aaron Bierly ,4/12/2018,Cameron 
2247, ,DEPRESSION ,PERENNIAL , ,1,CATSKILL FORMATION ,SANDSTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,46.92,4/11/2018,Aaron Bierly ,4/11/2018,Cameron 
2246, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,2,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,13.2,4/11/2018,Aaron Bierly ,4/11/2018,Cameron 
2245, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,ESTIMATED ,3,4/11/2018,Aaron Bierly ,4/11/2018,Cameron 
2243, ,OTHER ,PERENNIAL ,SUBAERIAL ,1,POTTSVILLE GROUP , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,15.55,4/5/2018,Aaron Bierly ,4/5/2018,Cameron 
2242, ,DEPRESSION ,PERENNIAL , ,2,OSWAYO FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,33.92,4/5/2018, , ,Cameron 
2241, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION ,CLAYSTONE , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,4.2,4/5/2018, , ,Cameron 
2240, ,DEPRESSION ,PERENNIAL , ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,6.99,4/4/2018,Aaron Bierly ,4/4/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,23.72,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,98.55,4/3/2018,Aaron Bierly ,4/3/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,52.3,4/3/2018, , ,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,23.72,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,98.55,4/3/2018,Aaron Bierly ,4/3/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,52.3,4/3/2018, , ,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,23.72,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,98.55,4/3/2018,Aaron Bierly ,4/3/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,52.3,4/3/2018, , ,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,23.72,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,98.55,4/3/2018,Aaron Bierly ,4/3/2018,Cameron 
2239, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,52.3,4/3/2018, , ,Cameron 
2238, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.92,4/3/2018,Aaron Bierly ,4/3/2018,Cameron 
2235, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,2,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,14.35,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,12/13/2018,Aaron Bierly ,12/13/2018,Cameron 
2234, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,LOCK HAVEN FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.24,3/9/2018,Aaron Bierly ,3/9/2018,Cameron 
2227, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,46.11,2/27/2018,Aaron Bierly ,2/27/2018,Cameron 
2226, ,DEPRESSION ,PERENNIAL ,SUBAERIAL ,1,CATSKILL FORMATION , , ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,10.95,2/27/2018,Aaron Bierly ,2/27/2018,Cameron 
2225, ,DEPRESSION ,PERENNIAL , , ,LOCK HAVEN FORMATION ,SHALE , ,FLOWING ,USGS OR PAGS ,OTHER ,9.8,2/27/2018,Aaron Bierly ,2/27/2018,Cameron 
